Dates	Time	Flow	fTHg
10d	8s	6n	6n
2017-11-02	12:50	850	0.93
2017-11-07	12:40	68	0.72
2017-11-16	11:55	1300	2.44
2017-12-14	9:50	750	0.56
2018-01-24	10:00	400	0.40
2018-02-15	9:00	70	1.01
2018-03-01	9:00	220	0.69
2018-03-16	8:30	1620	1.59
2018-03-20	9:00	490	0.79
2018-03-22	13:43	10153	10.9
2018-04-16	8:30	697	10.4
2018-05-30	8:20	430	0.85
2018-06-26	7:10	125	0.98
2018-07-18	8:00	254	0.82
2018-08-27	8:00	129	0.83
