Dates	Time	Flow	wwTHg
10d	8s	6n	6n
2017-11-02	12:50	850	17.1
2017-11-07	12:40	68	4.5
2017-11-16	11:55	1300	34.2
2017-12-14	9:50	750	2.6
2018-01-24	10:00	400	1.6
2018-02-15	9:00	70	2.0
2018-03-01	9:00	220	4.1
2018-03-16	8:30	1620	6.2
2018-03-20	9:00	490	4.2
2018-03-22	13:43	10153	103
2018-04-16	8:30	697	49.3
2018-05-30	8:20	430	2.9
2018-06-26	7:10	125	2.3
2018-07-18	8:00	254	2.0
2018-08-27	8:00	129	1.6
